Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link,Date,Stolen,Model Year,Damage Severity
Toyota,Corolla,Yes,900.0,261326.0,0.0," Glass Broken, Left Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152235/2001-toyota-corolla-fielder-station-wagon?referringPage=SearchResults,2025-04-09,Yes,2001,Light
Suzuki,SX4 S-cross,Yes,1800.0,197491.0,1.0," Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152238/2015-suzuki-sx4-s-cross-ltdfc-1-6p-7cvt-ha--hatch?referringPage=SearchResults,2025-04-02,No,2015,Light
Toyota,Hilux,Yes,1450.0,322986.0,0.0," Front Damage, Glass Broken, Interior Damage, Ignition Damage, Right Rear Damage, Right Side Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007152354/1994-toyota-hilux-surf-ssr-g-3-0-station-wagon?referringPage=SearchResults,2025-04-09,Yes,1994,Light
Mitsubishi,Outlander,Yes,500.0,230556.0,1.0," Front Damage, Glass Broken, Left Front Damage, Right Front Damage, Right Rear Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152492/2006-mitsubishi-outlander-station-wagon?referringPage=SearchResults,2025-04-09,No,2006,Light
Mazda,Demio,Yes,2100.0,73515.0,1.0," Left Front Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152493/2007-mazda-demio-hatch?referringPage=SearchResults,2025-04-06,No,2007,Light
Suzuki,Swift,Yes,1175.0,203159.0,1.0," Front Damage, Left Front Damage, Left Rear Damage, Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152498/2008-suzuki-swift-sport-hatch?referringPage=SearchResults,2025-04-06,No,2008,Light
Toyota,Allion,Yes,950.0,143396.0,1.0," Left Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152565/2005-toyota-allion-a1-8-sedan?referringPage=SearchResults,2025-04-09,No,2005,Light
Toyota,Wish,Yes,900.0,194184.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Front Damage, Rear Damage, Right Front Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",6.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152714/2008-toyota-wish-station-wagon?referringPage=SearchResults,2025-04-16,Yes,2008,Light
Honda,fit,Yes,700.0,202796.0,1.0," Glass Broken, Ignition Damage, Right Front Damage, Right Rear Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152868/2006-honda-fit-hatch?referringPage=SearchResults,2025-04-16,Yes,2006,Light
Toyota,Raum,Yes,600.0,2.0,1.0," Rear Damage, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152991/2003-toyota-raum-station-wagon?referringPage=SearchResults,2025-04-07,No,2003,Light
Mazda,Demio,Yes,1200.0,164620.0,0.0," Left Front Damage, Left Rear Damage, Left Side Damage, Selling Registered","5spd,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153028/2007-mazda-demio-hatch?referringPage=SearchResults,2025-04-09,No,2007,Light
Holden,Captiva,Yes,500.0,265744.0,1.0," Stolen & Recovered, Selling Registered","Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007153061/2009-holden-captiva-lx-diesel-auto-station-wagon?referringPage=SearchResults,2025-05-07,Yes,2009,Light
Nissan,Bluebird,Yes,600.0,156901.0,0.0," Ignition Damage, Left Rear Damage, Right Front Damage, Right Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153415/2007-nissan-bluebird-sylphy-sedan?referringPage=SearchResults,2025-04-09,Yes,2007,Light
Mitsubishi,ASX,Yes,1000.0,110696.0,1.0," Engine Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153467/2010-mitsubishi-asx-4wd-2-0p-cvt-sport-station-wagon?referringPage=SearchResults,2025-04-09,No,2010,Light
Subaru,Legacy VI,Yes,325.0,270272.0,0.0," Ignition Damage, Left Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153655/1989-subaru-legacy-vi-sedan?referringPage=SearchResults,2025-04-13,Yes,1989,Light
Nissan,Dualis,Yes,500.0,203119.0,0.0," Glass Broken, Interior Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153660/2007-nissan-dualis-hatch?referringPage=SearchResults,2025-04-09,Yes,2007,Light
Honda,fit,Yes,775.0,191781.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153831/2008-honda-fit-hatch?referringPage=SearchResults,2025-04-13,No,2008,Light
Toyota,Corolla,Yes,500.0,201908.0,2.0," Right Front Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153873/1995-toyota-corolla-1-6-gl-hatch?referringPage=SearchResults,2025-04-09,No,1995,Light
Kawasaki,ER,Yes,1650.0,18484.0,1.0," Left Side Damage, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153994/2018-kawasaki-er-650h-motorcycle?referringPage=SearchResults,2025-04-25,No,2018,Light
Jaguar,S-type,Yes,600.0,178728.0,2.0," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007153999/2005-jaguar-s-type-sedan?referringPage=SearchResults,2025-04-09,No,2005,Light
Yamaha,FZ600,Yes,1325.0,43340.0,1.0," Left Side Damage, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154103/2004-yamaha-fz600-motorcycle?referringPage=SearchResults,2025-04-13,No,2004,Light
Suzuki,GSX250 FRLM4,Yes,1350.0,4459.0,0.0, Selling Registered,"Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154185/2024-suzuki-gsx250-frlm4-frlm4-motorcycle?referringPage=SearchResults,2025-04-27,No,2024,Light
Toyota,Sprinter,Yes,500.0,277864.0,1.0," Left Front Damage, Suspension Damage, Selling Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154241/1999-toyota-sprinter-trueno-coup%C3%A9?referringPage=SearchResults,2025-04-07,No,1999,Light
Nissan,Tiida,Yes,650.0,191866.0,1.0," Rear Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154505/2009-nissan-tiida-1-8-petrol-hatch-st-hatch?referringPage=SearchResults,2025-04-09,No,2009,Light
Mazda,Demio,Yes,1275.0,145223.0,0.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154551/2006-mazda-demio-hatch?referringPage=SearchResults,2025-04-13,Yes,2006,Light
Holden,Barina,Yes,1550.0,62678.0,2.0," Accident Repair, Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154552/2016-holden-barina-cdx-1-6p-6at-ha-4dr-hatch?referringPage=SearchResults,2025-04-09,No,2016,Light
Nissan,Wingroad,Yes,1725.0,133711.0,2.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154605/2006-nissan-wingroad-station-wagon?referringPage=SearchResults,2025-04-13,No,2006,Light
Subaru,Legacy,Yes,600.0,260338.0,1.0," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154851/2007-subaru-legacy-station-wagon?referringPage=SearchResults,2025-04-09,No,2007,Light
Nissan,Fuga,Yes,1550.0,140304.0,1.0," Right Front Damage, Suspension Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154978/2009-nissan-fuga-sedan?referringPage=SearchResults,2025-04-21,No,2009,Light
Land Rover,Discovery,Yes,1900.0,172229.0,1.0," Left Front Damage, Right Front Damage, Suspension Damage, Selling Registered","4spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007154980/2005-landrover-discovery-station-wagon?referringPage=SearchResults,2025-04-21,No,2005,Light
Toyota,Ipsum,Yes,600.0,131101.0,1.0, Selling Registered,,7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155023/2004-toyota-ipsum-station-wagon?referringPage=SearchResults,2025-04-09,No,2004,Light
Toyota,Vitz,Yes,1150.0,252656.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Front Damage, Left Rear Damage, Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155101/2007-toyota-vitz-hatch?referringPage=SearchResults,2025-04-30,Yes,2007,Light
Toyota,RAV4,Yes,1700.0,230796.0,1.0," Engine Damage, Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155193/2007-toyota-rav4-station-wagon?referringPage=SearchResults,2025-04-16,No,2007,Light
Isuzu,Bighorn,Yes,600.0,330745.0,0.0," Ignition Damage, Rear Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007155194/1998-isuzu-bighorn-station-wagon?referringPage=SearchResults,2025-04-09,Yes,1998,Light
Skoda,Octavia,Yes,1300.0,236756.0,1.0," Fire - Engine, Dismantled - Interior, Selling Registered","6spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007155291/2014-skoda-octavia-scout-tdi-135kw-6ds-station-wagon?referringPage=SearchResults,2025-04-16,No,2014,Light
Nissan,Note,Yes,650.0,152412.0,1.0," Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155293/2008-nissan-note-hatch?referringPage=SearchResults,2025-04-13,No,2008,Light
Mazda,MAZDA6,Yes,500.0,235462.0,1.0," Left Side Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155294/2006-mazda-mazda6-wagon-gsx-2-3-5-aut-station-wagon?referringPage=SearchResults,2025-04-09,Yes,2006,Light
Toyota,Raum,Yes,725.0,239399.0,2.0," Left Side Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155296/1998-toyota-raum-station-wagon?referringPage=SearchResults,2025-04-21,No,1998,Light
Toyota,Alphard,Yes,2400.0,189305.0,1.0," Left Side Damage, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007155879/2004-toyota-alphard-station-wagon?referringPage=SearchResults,2025-04-09,No,2004,Light
Mazda,Premacy,Yes,400.0,248948.0,0.0," Front Damage, Selling Registered","5spd,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156084/2005-mazda-premacy-station-wagon?referringPage=SearchResults,2025-04-24,No,2005,Light
Subaru,Outback,Yes,600.0,285245.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156237/2006-subaru-outback-station-wagon?referringPage=SearchResults,2025-05-26,No,2006,Light
Subaru,Impreza,Yes,700.0,175917.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156289/2003-subaru-impreza-hatch?referringPage=SearchResults,2025-04-16,Yes,2003,Light
Hyundai,ix35,Yes,1700.0,159553.0,1.0," Engine Damage, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156353/2014-hyundai-ix35-gdi2-0elite6a-2-0p6-station-wagon?referringPage=SearchResults,2025-04-16,No,2014,Light
Mazda,Demio,Yes,900.0,198483.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Left Side Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156376/2009-mazda-demio-hatch?referringPage=SearchResults,2025-04-09,Yes,2009,Light
Volvo,XC90,Yes,650.0,213408.0,1.0," Front Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156379/2006-volvo-xc90-station-wagon?referringPage=SearchResults,2025-04-09,No,2006,Light
Toyota,Granvia,Yes,600.0,364601.0,0.0," Interior Damage, Ignition Damage, Left Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered",,7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156384/1996-toyota-granvia-high-roof-van?referringPage=SearchResults,2025-04-09,Yes,1996,Light
Nissan,Tiida,Yes,900.0,139954.0,0.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156680/2010-nissan-tiida-latio-sedan?referringPage=SearchResults,2025-04-09,Yes,2010,Light
Nissan,Primera,Yes,925.0,161888.0,1.0," Left Rear Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156715/2000-nissan-primera-2-0l-5dr-wgn-4a-station-wagon?referringPage=SearchResults,2025-04-13,No,2000,Light
Nissan,Micra,Yes,1150.0,136467.0,1.0," Ignition Damage, Impound Vehicle, Left Front Damage, Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156725/2006-nissan-micra-1-4-petrol-hatch-mt-hatch?referringPage=SearchResults,2025-04-21,Yes,2006,Light
Toyota,Corolla,Yes,1600.0,20361.0,1.0," Left Front Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007156875/2003-toyota-corolla-1-8p-gl-wagon5-4a-station-wagon?referringPage=SearchResults,2025-04-09,No,2003,Light
Mazda,Demio,Yes,2075.0,116202.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007157548/2004-mazda-demio-hatch?referringPage=SearchResults,2025-04-13,Yes,2004,Light
Mazda,CX-7,Yes,700.0,148220.0,1.0," Front Damage, Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007157699/2010-mazda-cx-7-2wd-gsx-2-5-5at-station-wagon?referringPage=SearchResults,2025-04-09,No,2010,Light
Nissan,Wingroad,Yes,500.0,232129.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007157700/2006-nissan-wingroad-station-wagon?referringPage=SearchResults,2025-04-09,No,2006,Light
Mazda,MAZDA3,Yes,500.0,235235.0,1.0," Left Front Damage, Left Rear Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007157863/2005-mazda-mazda3-sporthatch-hatch?referringPage=SearchResults,2025-04-11,No,2005,Light
Nissan,Note,Yes,2025.0,80783.0,2.0," Glass Broken, Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007157866/2005-nissan-note-station-wagon?referringPage=SearchResults,2025-04-13,No,2005,Light
Nissan,Fuga,Yes,800.0,142270.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007158103/2007-nissan-fuga-sedan?referringPage=SearchResults,2025-04-20,Yes,2007,Light
Mazda,Premacy,Yes,225.0,194236.0,0.0," Right Side Damage, Selling Registered","5spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007158107/2000-mazda-premacy-station-wagon?referringPage=SearchResults,2025-04-13,No,2000,Light
Toyota,Corolla,Yes,2350.0,100776.0,1.0," Rear Damage, Structural Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007158655/2004-toyota-corolla-spacio-1-5l-station-wagon?referringPage=SearchResults,2025-04-21,No,2004,Light
Mazda,Demio,Yes,575.0,134724.0,1.0," Glass Broken, Ignition Damage, Left Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007158675/2001-mazda-demio-hatch?referringPage=SearchResults,2025-05-04,Yes,2001,Light
Ford,Focus,Yes,800.0,124355.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159128/2011-ford-focus-2-0-auto-hatch?referringPage=SearchResults,2025-04-21,No,2011,Light
Honda,Logo,Yes,500.0,189984.0,1.0," Left Front Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159141/1996-honda-logo-hatch?referringPage=SearchResults,2025-04-13,No,1996,Light
Mazda,MPV,Yes,750.0,280208.0,1.0," Left Side Damage, Selling Registered","5spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159149/2006-mazda-mpv-station-wagon?referringPage=SearchResults,2025-04-21,No,2006,Light
Toyota,Spacio,Yes,1050.0,123736.0,0.0," Glass Broken, Left Front Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159553/2004-toyota-spacio-station-wagon?referringPage=SearchResults,2025-04-21,Yes,2004,Light
Toyota,Corolla,Yes,3450.0,89253.0,1.0," Right Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159633/2008-toyota-corolla-axio-1-5l-sedan?referringPage=SearchResults,2025-04-30,No,2008,Light
Toyota,Aurion,Yes,1700.0,326199.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159816/2008-toyota-aurion-3-5p-sportivo-sx6-6-sedan?referringPage=SearchResults,2025-04-24,No,2008,Light
Nissan,Sunny,Yes,225.0,107248.0,1.0," Right Front Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007159999/2003-nissan-sunny-sedan?referringPage=SearchResults,2025-04-27,No,2003,Light
Nissan,Teana,Yes,1600.0,191691.0,0.0," Right Front Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007160148/2005-nissan-teana-sedan?referringPage=SearchResults,2025-04-21,No,2005,Light
Toyota,Markx,Yes,700.0,184366.0,0.0," Front Damage, Glass Broken, Interior Damage, Ignition Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007160174/2006-toyota-markx-sedan?referringPage=SearchResults,2025-04-16,Yes,2006,Light
Holden,Rodeo 4X2,Yes,1200.0,267235.0,1.0," Front Damage, Left Side Damage, Rear Damage, Right Side Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007160701/2006-holden-rodeo-4x2-lt-crew-pu-3-6l-v6-dual-cab-utility?referringPage=SearchResults,2025-04-20,No,2006,Light
Suzuki,Alto,Yes,800.0,160079.0,0.0," Front Damage, Selling Registered","5spd Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007161176/2012-suzuki-alto-hatch-gla-1-0-5dr-hatch?referringPage=SearchResults,2025-04-16,No,2012,Light
